,Symbol,Company,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
103,SFE,SAFEGUARD SCIENTIFICS INC,SATTERFIELD THOMAS A JR,10% Owner,"Jun 21, 2022",$3.80,6209,23594,644506,"Jun 23, 2022, 04:57 PM",buy,3.950000047683716,5.95616668065389
1,NTRA,"Natera, Inc.",Schueren Robert Alan,CHIEF OPERATING OFFICER,"Jun 28, 2022",$39.02,1390,54231,1360,"Jun 29, 2022, 09:30 PM",sell,36.869998931884766,65.78483341005114
2,NTRA,"Natera, Inc.",RABINOWITZ DANIEL,SEC. AND CHIEF LEGAL OFFICER,"Jun 28, 2022",$39.02,689,26882,144478,"Jun 29, 2022, 09:30 PM",sell,36.869998931884766,65.78483341005114
3,NTRA,"Natera, Inc.",Chapman Steven Leonard,CEO AND PRESIDENT,"Jun 28, 2022",$39.01,2619,102180,67341,"Jun 29, 2022, 09:30 PM",sell,36.869998931884766,65.78483341005114
4,NTRA,"Natera, Inc.",Brophy Michael Burkes,CHIEF FINANCIAL OFFICER,"Jun 28, 2022",$39.01,920,35893,83872,"Jun 29, 2022, 09:30 PM",sell,36.869998931884766,65.78483341005114
5,AN,"AUTONATION, INC.",LAMPERT EDWARD S,10% Owner,"Jun 27, 2022",$117.55,4587,539213,7874558,"Jun 29, 2022, 09:30 PM",sell,116.58000183105469,114.71161104838053
6,CAPR,"CAPRICOR THERAPEUTICS, INC.",Musket David B,Director,"Jun 27, 2022",$4.44,17775,78921,40962,"Jun 29, 2022, 09:00 PM",sell,3.759999990463257,3.658444450961219
7,CXM,"Sprinklr, Inc.",Adams Diane,Chief Culture & Talent Officer,"Jun 28, 2022",$11.29,701,7914,113998,"Jun 29, 2022, 08:49 PM",sell,10.399999618530273,13.44111115667555
8,BLZE,"Backblaze, Inc.",Jones Charles J.,10% Owner,"Jun 28, 2022",$5.12,2000,10240,496000,"Jun 29, 2022, 08:19 PM",sell,4.949999809265137,12.72028477886055
9,BLZE,"Backblaze, Inc.",Jones Charles J.,10% Owner,"Jun 27, 2022",$5.26,2000,10520,498000,"Jun 29, 2022, 08:19 PM",sell,4.949999809265137,12.72028477886055
10,BLZE,"Backblaze, Inc.",Jones Charles J.,10% Owner,"Jun 29, 2022",$4.97,2000,9940,494000,"Jun 29, 2022, 08:19 PM",sell,4.949999809265137,12.72028477886055
11,BLZE,"Backblaze, Inc.",Budman Gleb,CEO and Chairperson,"Jun 29, 2022",$4.97,2000,9940,494000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
12,BLZE,"Backblaze, Inc.",Budman Gleb,CEO and Chairperson,"Jun 28, 2022",$5.12,2000,10240,496000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
13,BLZE,"Backblaze, Inc.",Budman Gleb,CEO and Chairperson,"Jun 27, 2022",$5.27,2000,10540,498000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
14,BLZE,"Backblaze, Inc.",Wilson Brian K,Chief Technology Officer,"Jun 29, 2022",$4.97,2000,9940,494000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
15,BLZE,"Backblaze, Inc.",Wilson Brian K,Chief Technology Officer,"Jun 28, 2022",$5.12,2000,10240,496000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
16,BLZE,"Backblaze, Inc.",Wilson Brian K,Chief Technology Officer,"Jun 27, 2022",$5.27,2000,10540,498000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
17,BLZE,"Backblaze, Inc.",Nufire Timothy M,Director,"Jun 27, 2022",$5.27,2000,10540,498000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
18,BLZE,"Backblaze, Inc.",Nufire Timothy M,Director,"Jun 29, 2022",$4.97,2000,9940,494000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
19,BLZE,"Backblaze, Inc.",Nufire Timothy M,Director,"Jun 28, 2022",$5.12,2000,10240,496000,"Jun 29, 2022, 08:18 PM",sell,4.949999809265137,12.72028477886055
20,BLZE,"Backblaze, Inc.",Ng Kwok Hang,10% Owner,"Jun 28, 2022",$5.12,2000,10240,496000,"Jun 29, 2022, 08:17 PM",sell,4.949999809265137,12.72028477886055
21,BLZE,"Backblaze, Inc.",Ng Kwok Hang,10% Owner,"Jun 27, 2022",$5.26,2000,10520,498000,"Jun 29, 2022, 08:17 PM",sell,4.949999809265137,12.72028477886055
22,BLZE,"Backblaze, Inc.",Ng Kwok Hang,10% Owner,"Jun 29, 2022",$4.97,2000,9940,494000,"Jun 29, 2022, 08:17 PM",sell,4.949999809265137,12.72028477886055
23,KALA,"Kala Pharmaceuticals, Inc.",Trachtenberg Eric,SEE REMARKS,"Jun 27, 2022",$0.37,2613,967,111203,"Jun 29, 2022, 08:12 PM",sell,0.3199999928474426,1.1410888895392417
24,KALA,"Kala Pharmaceuticals, Inc.",Reumuth Mary,CHIEF FINANCIAL OFFICER,"Jun 27, 2022",$0.37,2613,967,130595,"Jun 29, 2022, 08:12 PM",sell,0.3199999928474426,1.1410888895392417
25,KALA,"Kala Pharmaceuticals, Inc.",Brazzell Romulus K,SEE REMARKS,"Jun 27, 2022",$0.37,3144,1163,285201,"Jun 29, 2022, 08:11 PM",sell,0.3199999928474426,1.1410888895392417
26,GOOG,Alphabet Inc.,MATHER ANN,Director,"Jun 27, 2022",$2383.32,20,47666,565,"Jun 29, 2022, 08:11 PM",sell,2245.1298828125,2659.254840766059
27,KALA,"Kala Pharmaceuticals, Inc.",Bazemore Todd,SEE REMARKS,"Jun 27, 2022",$0.37,3092,1144,115499,"Jun 29, 2022, 08:10 PM",sell,0.3199999928474426,1.1410888895392417
28,KALA,"Kala Pharmaceuticals, Inc.",Iwicki Mark T,CHIEF EXECUTIVE OFFICER,"Jun 27, 2022",$0.37,7975,2951,251183,"Jun 29, 2022, 08:09 PM",sell,0.3199999928474426,1.1410888895392417
29,CRM,"Salesforce, Inc.",Benioff Marc,Chairman and Co-CEO,"Jun 29, 2022",$170.50,2300,392160,28063023,"Jun 29, 2022, 08:05 PM",sell,170.61000061035156,223.34588894314237
30,CRM,"Salesforce, Inc.",Benioff Marc,Chairman and Co-CEO,"Jun 28, 2022",$175.39,300000,52615876,28683444,"Jun 29, 2022, 08:05 PM",sell,170.61000061035156,223.34588894314237
31,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Fendley Steven S.,"President, US Division","Jun 27, 2022",$14.29,7000,100030,344269,"Jun 29, 2022, 07:55 PM",sell,13.729999542236328,18.203888856040106
32,AGO,ASSURED GUARANTY LTD,FREDERICO DOMINIC,President/CEO/Deputy Chairman,"Jun 27, 2022",$57.21,86000,4920042,1293691,"Jun 29, 2022, 07:49 PM",sell,56.36000061035156,55.71533349355062
33,CNXN,PC CONNECTION INC,GALLUP PATRICIA,Chairman & Chief Admin Officer,"Jun 28, 2022",$44.48,2400,106743,2098520,"Jun 29, 2022, 07:37 PM",sell,43.72999954223633,46.75133338504367
34,CNXN,PC CONNECTION INC,GALLUP PATRICIA,Chairman & Chief Admin Officer,"Jun 27, 2022",$44.87,1853,83144,2100510,"Jun 29, 2022, 07:37 PM",sell,43.72999954223633,46.75133338504367
35,OSH,"Oak Street Health, Inc.",PRICE GEOFFREY M,Chief Innovation Officer,"Jun 29, 2022",$18.00,632,11376,1796070,"Jun 29, 2022, 07:31 PM",sell,17.43000030517578,25.751777696609498
36,OSH,"Oak Street Health, Inc.",PRICE GEOFFREY M,Chief Innovation Officer,"Jun 28, 2022",$18.56,96568,1791855,1814470,"Jun 29, 2022, 07:31 PM",sell,17.43000030517578,25.751777696609498
37,ORCL,ORACLE CORP,Screven Edward,Chief Corporate Architect,"Jun 29, 2022",$69.22,419174,29015225,2492613,"Jun 29, 2022, 07:09 PM",sell,69.20999908447266,82.52755580478244
38,ORCL,ORACLE CORP,Screven Edward,Chief Corporate Architect,"Jun 28, 2022",$70.84,280826,19893826,2492613,"Jun 29, 2022, 07:09 PM",sell,69.20999908447266,82.52755580478244
39,MTSI,"MACOM Technology Solutions Holdings, Inc.",Roth Ambra R.,"SVP, GC, HR & Secretary","Jun 27, 2022",$50.00,6903,345150,23681,"Jun 29, 2022, 07:08 PM",sell,47.29999923706055,62.15316679212782
40,TSLA,"Tesla, Inc.",Baglino Andrew D,SVP Powertrain and Energy Eng.,"Jun 27, 2022",$748.11,3500,2618385,20567,"Jun 29, 2022, 07:05 PM",sell,685.469970703125,927.4090525309244
41,SERA,"SERA PROGNOSTICS, INC.",Boniface John J.,Chief Scientific Officer,"Jun 29, 2022",$1.72,1000,1720,57410,"Jun 29, 2022, 07:00 PM",sell,1.809999942779541,5.794805575079388
42,SERA,"SERA PROGNOSTICS, INC.",Boniface John J.,Chief Scientific Officer,"Jun 28, 2022",$1.89,2725,5150,57410,"Jun 29, 2022, 07:00 PM",sell,1.809999942779541,5.794805575079388
43,PGNY,"Progyny, Inc.",Anevski Peter,CHIEF EXECUTIVE OFFICER,"Jun 27, 2022",$31.21,20,624,162126,"Jun 29, 2022, 06:51 PM",sell,29.68000030517578,44.56766668955485
44,PGNY,"Progyny, Inc.",Anevski Peter,CHIEF EXECUTIVE OFFICER,"Jun 27, 2022",$31.21,80,2497,324916,"Jun 29, 2022, 06:51 PM",sell,29.68000030517578,44.56766668955485
45,DBX,"DROPBOX, INC.",Regan Timothy,Chief Financial Officer,"Jun 27, 2022",$22.60,2500,56500,532473,"Jun 29, 2022, 06:10 PM",sell,21.31999969482422,23.821388901604546
46,WTRH,Waitr Holdings Inc.,Green Jonathan,Director,"Jun 29, 2022",$0.15,238980,36325,0,"Jun 29, 2022, 06:06 PM",sell,0.15000000596046448,0.633688888947169
47,WTRH,Waitr Holdings Inc.,Green Jonathan,Director,"Jun 28, 2022",$0.16,218784,35005,238980,"Jun 29, 2022, 06:06 PM",sell,0.15000000596046448,0.633688888947169
48,WTRH,Waitr Holdings Inc.,Green Jonathan,Director,"Jun 27, 2022",$0.16,131558,21326,457764,"Jun 29, 2022, 06:06 PM",sell,0.15000000596046448,0.633688888947169
49,TMDX,"TransMedics Group, Inc.",Carey John F,VP of Operations,"Jun 28, 2022",$32.87,2724,89538,379,"Jun 29, 2022, 06:05 PM",sell,31.5,22.93616665204366
50,RPRX,Royalty Pharma plc,RIGGS RORY B,Director,"Jun 29, 2022",$42.17,30000,1265238,421712,"Jun 29, 2022, 06:02 PM",sell,42.09000015258789,39.839194530910916
51,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,123102,6155,33588255,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
52,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,2853,143,778364,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
53,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,815,41,222371,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
54,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,7074,354,2253863,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
55,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,789,39,251409,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
56,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,5705,285,1556729,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
57,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,923,46,251961,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
58,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,11174,559,3560540,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
59,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,2435,122,775929,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
60,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,554,28,176232,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
61,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,8286,414,2260937,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
62,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,925,46,252198,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
63,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,105085,5254,33483170,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
64,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,2435,122,775929,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
65,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,696,35,221675,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
66,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,13090,655,3571714,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
67,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,2853,143,778364,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
68,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 27, 2022",$0.05,648,32,176786,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
69,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,4870,244,1551859,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
70,GULTU,Gulf Coast Ultra Deep Royalty Trust,SUBIN NEIL S,10% Owner,"Jun 28, 2022",$0.05,788,39,251173,"Jun 29, 2022, 05:57 PM",sell,0.05000000074505806,0.034700000177447995
71,JAZZ,Jazz Pharmaceuticals plc,Pearce Samantha,"SVP, Head of Europe & Internat","Jun 27, 2022",$155.00,8508,1318740,11309,"Jun 29, 2022, 05:55 PM",sell,156.36000061035156,143.68494432237412
72,LBTY,Liberty Global plc,HALL BRYAN H,"EVP, Gen Counsel & Secretary","Jun 27, 2022",$23.32,12000,279845,143984,"Jun 29, 2022, 05:33 PM",sell,na,na
73,LBTY,Liberty Global plc,HALL BRYAN H,"EVP, Gen Counsel & Secretary","Jun 28, 2022",$22.67,11000,249349,125157,"Jun 29, 2022, 05:33 PM",sell,na,na
74,FDS,FACTSET RESEARCH SYSTEMS INC,Jordan Sheila B,Director,"Jun 28, 2022",$391.15,2572,1006038,177,"Jun 29, 2022, 05:32 PM",sell,383.1000061035156,421.941722785102
75,ATEN,"A10 Networks, Inc.",COCHRAN ROBERT D,EVP Legal & Corp Collaboration,"Jun 27, 2022",$15.00,5000,75000,344161,"Jun 29, 2022, 05:31 PM",sell,14.15999984741211,14.628222221798367
76,SEMR,"SEMrush Holdings, Inc.",Fetisov Evgeny,Chief Financial Officer,"Jun 27, 2022",$14.22,2000,28440,142421,"Jun 29, 2022, 05:29 PM",sell,13.5,15.863166676627266
77,SWBI,"SMITH & WESSON BRANDS, INC.",FURMAN JOHN B,Director,"Jun 27, 2022",$15.64,5000,78200,37526,"Jun 29, 2022, 05:25 PM",sell,13.779999732971191,17.230722199545966
78,AMWL,American Well Corp,Gay Bradford,"Senior VP, General Counsel","Jun 27, 2022",$4.96,19450,96477,845840,"Jun 29, 2022, 05:22 PM",sell,4.46999979019165,5.093555551105076
79,HSY,HERSHEY CO,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,"Jun 28, 2022",$219.89,181687,39951789,1147301,"Jun 29, 2022, 05:22 PM",sell,218.91000366210938,201.37833387586807
80,HSY,HERSHEY CO,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,"Jun 27, 2022",$221.32,218182,48289067,1328988,"Jun 29, 2022, 05:22 PM",sell,218.91000366210938,201.37833387586807
81,MLNK,"MeridianLink, Inc.",Arnold Alan R.,Chief Operating Officer,"Jun 29, 2022",$17.05,19506,332521,503441,"Jun 29, 2022, 05:13 PM",sell,16.989999771118164,19.436388863457573
82,MLNK,"MeridianLink, Inc.",Arnold Alan R.,Chief Operating Officer,"Jun 28, 2022",$17.40,33435,581899,522947,"Jun 29, 2022, 05:13 PM",sell,16.989999771118164,19.436388863457573
83,MLNK,"MeridianLink, Inc.",Arnold Alan R.,Chief Operating Officer,"Jun 27, 2022",$17.84,37040,660771,556382,"Jun 29, 2022, 05:13 PM",sell,16.989999771118164,19.436388863457573
84,TRVN,TREVENA INC,Shin Barry,"SVP, CFO","Jun 28, 2022",$0.41,31785,13032,873056,"Jun 29, 2022, 05:12 PM",sell,0.4099999964237213,0.5612111133005884
85,OKTA,"Okta, Inc.",Kerrest Jacques Frederic,See Remarks,"Jun 27, 2022",$99.16,100,9916,16639,"Jun 29, 2022, 05:07 PM",sell,93.36000061035156,174.18311127556694
86,OKTA,"Okta, Inc.",Kerrest Jacques Frederic,See Remarks,"Jun 27, 2022",$99.14,200,19828,62,"Jun 29, 2022, 05:07 PM",sell,93.36000061035156,174.18311127556694
87,PGNY,"Progyny, Inc.",Schlanger David J,EXECUTIVE CHAIRMAN,"Jun 27, 2022",$31.21,1452,45317,82548,"Jun 29, 2022, 04:50 PM",sell,29.68000030517578,44.56766668955485
88,ATRA,"Atara Biotherapeutics, Inc.",Touchon Pascal,President and CEO,"Jun 27, 2022",$7.20,14220,102384,472093,"Jun 29, 2022, 04:48 PM",sell,7.579999923706055,11.905722228686015
89,CXW,"CoreCivic, Inc.",Mayberry Lucibeth,"EVP, Real Estate","Jun 28, 2022",$11.37,75000,853088,229799,"Jun 29, 2022, 04:46 PM",sell,11.279999732971191,10.644166639116076
90,CHEF,"Chefs' Warehouse, Inc.",Aldous Alexandros,General Counsel,"Jun 27, 2022",$40.00,20000,800000,116367,"Jun 29, 2022, 04:33 PM",sell,38.97999954223633,33.12550002204047
91,SCX,STARRETT L S CO,Leme Emerson,Vice President NA Industrial,"Jun 22, 2022",$6.99,1703,11904,42797,"Jun 29, 2022, 04:33 PM",sell,7.03000020980835,8.589777779579162
92,SCX,STARRETT L S CO,Leme Emerson,Vice President NA Industrial,"Jun 21, 2022",$6.96,500,3480,44500,"Jun 29, 2022, 04:33 PM",sell,7.03000020980835,8.589777779579162
93,SCX,STARRETT L S CO,Leme Emerson,Vice President NA Industrial,"Jun 27, 2022",$7.00,6941,48587,31756,"Jun 29, 2022, 04:33 PM",sell,7.03000020980835,8.589777779579162
94,SCX,STARRETT L S CO,Leme Emerson,Vice President NA Industrial,"Jun 17, 2022",$7.20,200,1440,45000,"Jun 29, 2022, 04:33 PM",sell,7.03000020980835,8.589777779579162
95,SCX,STARRETT L S CO,Leme Emerson,Vice President NA Industrial,"Jun 26, 2022",$7.06,300,2118,38697,"Jun 29, 2022, 04:33 PM",sell,7.03000020980835,8.589777779579162
96,SCX,STARRETT L S CO,Leme Emerson,Vice President NA Industrial,"Jun 24, 2022",$6.93,3800,26334,38997,"Jun 29, 2022, 04:33 PM",sell,7.03000020980835,8.589777779579162
97,RCMT,"RCM TECHNOLOGIES, INC.",MILLER KEVIN D,CFO,"Jun 28, 2022",$24.10,3363,81050,580387,"Jun 29, 2022, 04:30 PM",sell,20.850000381469727,11.030777748425802
98,RCMT,"RCM TECHNOLOGIES, INC.",MILLER KEVIN D,CFO,"Jun 27, 2022",$24.00,16250,390067,583750,"Jun 29, 2022, 04:30 PM",sell,20.850000381469727,11.030777748425802
99,FTCI,"FTC Solar, Inc.",ARC Family Trust,10% Owner,"Jun 28, 2022",$3.74,85000,317900,20101357,"Jun 29, 2022, 04:30 PM",sell,3.2850000858306885,5.71305556429757
100,FTCI,"FTC Solar, Inc.",ARC Family Trust,10% Owner,"Jun 27, 2022",$4.31,99000,426690,20186357,"Jun 29, 2022, 04:30 PM",sell,3.2850000858306885,5.71305556429757
1,ABNB,"Airbnb, Inc.",Gebbia Joseph,See Remarks,"Jun 27, 2022",$100.85,438641,44238656,3396242,"Jun 29, 2022, 04:30 PM",sell,93.93000030517578,155.27433365715873
2,ABNB,"Airbnb, Inc.",Gebbia Joseph,See Remarks,"Jun 27, 2022",$100.85,15525,1565668,210888,"Jun 29, 2022, 04:30 PM",sell,93.93000030517578,155.27433365715873
3,LDI,"loanDepot, Inc.",FLANAGAN PATRICK J,Chief Financial Officer,"Jun 27, 2022",$1.40,79407,111233,861349,"Jun 29, 2022, 04:28 PM",sell,1.4500000476837158,4.256777776612176
4,LDI,"loanDepot, Inc.",FLANAGAN PATRICK J,Chief Financial Officer,"Jun 27, 2022",$1.40,133416,186902,725565,"Jun 29, 2022, 04:28 PM",sell,1.4500000476837158,4.256777776612176
5,NBIX,NEUROCRINE BIOSCIENCES INC,Cooke Julie,Chief Human Resources Officer,"Jun 27, 2022",$100.00,754,75400,16918,"Jun 29, 2022, 04:26 PM",sell,98.45999908447266,89.16988906860351
6,LDI,"loanDepot, Inc.",Walsh Jeff Alexander,"Sr. EVP, Chief Revenue Officer","Jun 27, 2022",$1.40,200000,280220,6172543,"Jun 29, 2022, 04:26 PM",sell,1.4500000476837158,4.256777776612176
7,APLS,"Apellis Pharmaceuticals, Inc.",Dunlop A. Sinclair,Director,"Jun 27, 2022",$46.79,1341,62743,1341,"Jun 29, 2022, 04:18 PM",sell,45.189998626708984,43.36755550172594
8,BAH,Booz Allen Hamilton Holding Corp,ROZANSKI HORACIO,President and CEO,"Jun 27, 2022",$88.98,40000,3559200,599692,"Jun 29, 2022, 04:08 PM",sell,88.52999877929688,84.09627787272136
9,BAH,Booz Allen Hamilton Holding Corp,Dahut Karen M,Executive Vice President,"Jun 27, 2022",$89.06,50068,4459056,144768,"Jun 29, 2022, 04:07 PM",sell,88.52999877929688,84.09627787272136
10,XYL,Xylem Inc.,Yarkadas Hayati,Senior Vice President,"Jun 27, 2022",$80.06,5898,472212,9556,"Jun 29, 2022, 04:04 PM",sell,78.02999877929688,100.42411142985026
11,DASH,"DoorDash, Inc.",Sherringham Tia,General Counsel and Secretary,"Jun 27, 2022",$74.25,625,46406,167959,"Jun 29, 2022, 04:04 PM",sell,67.41999816894531,123.73788848453098
12,DASH,"DoorDash, Inc.",Brown Shona L,Director,"Jun 27, 2022",$71.24,935,66612,91293,"Jun 29, 2022, 04:03 PM",sell,67.41999816894531,123.73788848453098
13,TRDA,"Entrada Therapeutics, Inc.",Dowden Nathan J,Chief Operating Officer,"Jun 27, 2022",$13.00,7714,100282,64893,"Jun 29, 2022, 04:02 PM",sell,12.9399995803833,13.11248500618392
14,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,Chairman,"Jun 28, 2022",$57.94,20000,1158710,2031411,"Jun 29, 2022, 04:02 PM",sell,57.0099983215332,67.67305552164713
15,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,Chairman,"Jun 27, 2022",$58.10,20000,1162000,2047511,"Jun 29, 2022, 04:02 PM",sell,57.0099983215332,67.67305552164713
16,TRDA,"Entrada Therapeutics, Inc.",Doshi Dipal,President and CEO,"Jun 27, 2022",$12.00,4000,48000,210710,"Jun 29, 2022, 04:02 PM",sell,12.9399995803833,13.11248500618392
17,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",Prishkolnik Rachel,"VP,GC&Corporate Secretary","Jun 27, 2022",$301.58,1900,573002,13619,"Jun 29, 2022, 03:01 PM",sell,262.9599914550781,289.26594467163085
18,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",Adest Meir,Chief Product Officer,"Jun 28, 2022",$300.27,96,28826,183661,"Jun 29, 2022, 03:00 PM",sell,262.9599914550781,289.26594467163085
19,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",Adest Meir,Chief Product Officer,"Jun 27, 2022",$301.58,2300,693639,185019,"Jun 29, 2022, 03:00 PM",sell,262.9599914550781,289.26594467163085
20,NXST,"NEXSTAR MEDIA GROUP, INC.",WEITMAN GARY,See Remarks,"Jun 28, 2022",$168.20,3202,538587,2783,"Jun 29, 2022, 02:06 PM",sell,164.33999633789062,166.29744398328992
21,WBBA,"WB Burgers Asia, Inc.","White Knight Co., Ltd.",10% Owner,"Mar 29, 2022",$0.20,869565,173913,537117659,"Jun 29, 2022, 01:42 PM",sell,0.027499999850988388,0.1423627776507702
22,MIXT,MiX Telematics Ltd,Dell Paul M,Chief Accounting Officer,"Jun 28, 2022",$0.35,189,66,99421,"Jun 29, 2022, 12:35 PM",sell,8.069999694824219,11.308000002966986
23,MIXT,MiX Telematics Ltd,Dell Paul M,Chief Accounting Officer,"Jun 27, 2022",$0.35,103,36,99610,"Jun 29, 2022, 12:35 PM",sell,8.069999694824219,11.308000002966986
24,MIXT,MiX Telematics Ltd,Pretorius Gert,Executive Vice President,"Jun 28, 2022",$0.35,708,248,1448876,"Jun 29, 2022, 12:35 PM",sell,8.069999694824219,11.308000002966986
25,MIXT,MiX Telematics Ltd,Lewis Catherine J,Executive Vice President,"Jun 28, 2022",$0.35,319,112,2150952,"Jun 29, 2022, 12:33 PM",sell,8.069999694824219,11.308000002966986
26,LLY,ELI LILLY & Co,LILLY ENDOWMENT INC,10% Owner,"Jun 28, 2022",$329.01,900,296109,104161053,"Jun 29, 2022, 11:31 AM",sell,323.0,271.40333370632595
27,LEA,LEAR CORP,SCOTT RAYMOND E,President and CEO,"Jun 27, 2022",$134.92,6143,828814,54097,"Jun 29, 2022, 11:00 AM",sell,130.4600067138672,156.8207773844401
28,SMFL,"SMART FOR LIFE, INC.",Altbach Ronald S.,Director,"Jun 09, 2022",$0.44,4505,2000,245495,"Jun 29, 2022, 10:35 AM",sell,0.6600000262260437,0.8398804301800935
29,FBNC,FIRST BANCORP /NC/,Capel Mary Clara,Director,"Jun 27, 2022",$35.50,383,13597,12782,"Jun 29, 2022, 10:30 AM",sell,34.709999084472656,42.90883335537381
30,SBFG,"SB FINANCIAL GROUP, INC.",HARDGROVE RICHARD L,Director,"Jun 27, 2022",$17.32,533,9229,18089,"Jun 29, 2022, 10:07 AM",sell,17.209999084472656,18.581915367974176
31,RACB,Research Alliance Corp. II,"Saba Capital Management, L.P.",10% Owner,"Jun 28, 2022",$9.80,40990,401702,1909584,"Jun 29, 2022, 09:29 AM",sell,9.800000190734863,9.780750094519721
32,VZIO,Vizio Holding Corp.,AmTRAN Technology Co. Ltd.,10% Owner,"Jun 28, 2022",$8.08,38790,313423,13147087,"Jun 29, 2022, 07:59 AM",sell,7.039999961853027,13.571500086784363
